Protein_A_idx	Protein_B_idx	Interaction	Uniprot_A	Uniprot_B
4037	1220	0.196	P25554	P46679
4037	3361	0.28800000000000003	P25554	P06168
4037	3072	0.975	P25554	P35177
4037	2175	0.28800000000000003	P25554	P47912
4037	3162	0.995	P25554	P06844
4037	3422	0.326	P25554	P32657
4037	486	0.28800000000000003	P25554	P39708
4037	1171	0.28800000000000003	P25554	P47079
4037	2447	0.196	P25554	P25649
4037	3536	0.121	P25554	Q04779
4037	4592	0.206	P25554	Q6WNK7
4037	4487	0.988	P25554	Q03067
4037	2358	0.992	P25554	P53165
4037	1230	0.08199999999999999	P25554	P46677
4037	1690	0.28800000000000003	P25554	P32379
4037	93	0.198	P25554	P18494
4037	262	0.198	P25554	P07390
4037	4557	0.28800000000000003	P25554	P00498
4037	2268	0.289	P25554	Q12433
4037	3610	0.28800000000000003	P25554	P07342
4037	2631	0.289	P25554	P07149
4037	2883	0.171	P25554	P40002
4037	3652	0.28800000000000003	P25554	P54115
4037	2885	0.204	P25554	P33749
4037	2451	0.28800000000000003	P25554	P15703
4037	2117	0.198	P25554	Q05518
4037	2450	0.294	P25554	P53054
4817	400	0.112	P07251	P38764
4817	3017	0.14300000000000002	P07251	P38264
4817	3095	0.353	P07251	P00431
4817	4144	0.271	P07251	P08964
4817	1336	0.207	P07251	P33417
4817	1102	0.341	P07251	P10591
4817	5067	0.17800000000000002	P07251	P36112
4817	3757	0.141	P07251	P39935
4817	1306	0.68	P07251	P02829
4817	1535	0.15	P07251	P25808
4817	1649	0.134	P07251	P43588
4817	1592	0.341	P07251	P10592
4817	4074	0.183	P07251	P0CS90
4817	3968	0.227	P07251	P38886
4817	2947	0.28300000000000003	P07251	Q12060
4817	2119	0.19	P07251	P36081
4817	1586	0.157	P07251	P53969
4817	2059	0.295	P07251	P53550
4817	974	0.191	P07251	Q12345
4817	3336	0.998	P07251	P38077
4817	146	0.998	P07251	P00830
4817	2127	0.358	P07251	P81449
4817	2726	0.14300000000000002	P07251	Q04935
4817	3004	0.232	P07251	Q96VH5
4817	3497	0.639	P07251	P53049
4817	2339	0.959	P07251	P01097
4817	4286	0.212	P07251	P41806
4817	3979	0.998	P07251	P05626
4817	3394	0.334	P07251	P38325
4817	4267	0.14300000000000002	P07251	Q99382
4817	1088	0.998	P07251	P21306
4817	851	0.996	P07251	P00854
4817	509	0.445	P07251	P32453
4817	1875	0.998	P07251	P09457
4817	1424	0.305	P07251	P25337
4817	3019	0.56	P07251	P38266
4817	4154	0.281	P07251	P38341
4817	3469	0.395	P07251	Q12480
4817	20	0.445	P07251	P22135
4817	1741	0.959	P07251	P81450
4817	970	0.959	P07251	Q12349
4817	2589	0.998	P07251	P30902
4803	4417	0.353	Q06488	P38781
4803	2242	0.104	Q06488	P39517
4803	1106	0.348	Q06488	P13393
4803	408	0.7759999999999999	Q06488	P38144
4803	2475	0.517	Q06488	P61830
4803	564	0.768	Q06488	P21538
4803	1102	0.218	Q06488	P10591
4803	4454	0.7240000000000001	Q06488	Q06168
4803	2992	0.48	Q06488	P02309
4803	5043	0.606	Q06488	Q9URQ5
4803	3453	0.112	Q06488	Q07807
4803	1592	0.218	Q06488	P10592
4803	4271	0.908	Q06488	P25632
4803	213	0.892	Q06488	P32597
4803	1968	0.506	Q06488	P32562
4803	4012	0.454	Q06488	P04912
4803	4916	0.113	Q06488	P39016
4803	4011	0.429	Q06488	P04911
4803	3817	0.29600000000000004	Q06488	P32829
4803	2009	0.936	Q06488	P43609
4803	2779	0.66	Q06488	P53330
4803	3873	0.229	Q06488	P35208
4803	759	0.404	Q06488	P02293
4803	4842	0.8079999999999999	Q06488	Q07979
4803	2446	0.536	Q06488	P53236
4803	1175	0.775	Q06488	Q12406
4803	4056	0.33	Q06488	P36012
4803	438	0.153	Q06488	Q12510
4803	1594	0.25	Q06488	P32558
4803	4623	0.8079999999999999	Q06488	Q06639
4803	128	0.851	Q06488	Q05123
4803	3100	0.207	Q06488	Q08278
4803	3447	0.851	Q06488	P32832
4803	2454	0.219	Q06488	P36084
4803	1163	0.199	Q06488	P31539
4803	4044	0.8079999999999999	Q06488	P48743
4803	2945	0.343	Q06488	P33324
4803	4076	0.22	Q06488	P40340
4803	4101	0.754	Q06488	Q03124
4803	1069	0.7170000000000001	Q06488	Q03435
4803	3576	0.851	Q06488	Q02206
4803	3742	0.6509999999999999	Q06488	Q12477
4803	632	0.596	Q06488	P11433
4803	2109	0.56	Q06488	Q12223
4417	3029	0.198	P38781	Q03330
4417	2475	0.531	P38781	P61830
4417	4454	0.324	P38781	Q06168
4417	2992	0.206	P38781	P02309
4417	213	0.218	P38781	P32597
4417	3193	0.205	P38781	P32333
4417	463	0.445	P38781	P35817
4417	2009	0.607	P38781	P43609
4417	3873	0.199	P38781	P35208
4417	4842	0.655	P38781	Q07979
4417	2446	0.768	P38781	P53236
4417	4623	0.627	P38781	Q06639
4417	4249	0.4970000000000001	P38781	P28707
4417	3447	0.617	P38781	P32832
4417	3251	0.284	P38781	P40014
180	1725	0.28800000000000003	P49167	P38828
180	1261	0.276	P49167	Q12000
180	740	0.802	P49167	P38779
180	638	0.056	P49167	P40150
180	4430	0.14300000000000002	P49167	Q06512
180	2020	0.821	P49167	P53313
180	4019	0.8320000000000001	P49167	P36160
180	4542	0.8029999999999999	P49167	P53742
180	2788	0.117	P49167	P53849
180	2235	0.136	P49167	Q03940
180	1944	0.8340000000000001	P49167	Q08004
180	1750	0.973	P49167	P40693
180	1273	0.984	P49167	P26784
180	1986	0.276	P49167	P06105
180	1465	0.276	P49167	P40462
180	4726	0.112	P49167	Q12034
180	3364	0.14300000000000002	P49167	Q12464
180	4397	0.112	P49167	P25567
180	2343	0.199	P49167	Q04031
180	3247	0.809	P49167	P40010
180	3110	0.955	P49167	P53927
180	4511	0.802	P49167	P53145
180	201	0.334	P49167	P32599
180	176	0.28800000000000003	P49167	P43321
180	4184	0.289	P49167	P09435
180	3258	0.187	P49167	P36037
180	3922	0.737	P49167	Q04781
180	3315	0.34700000000000003	P49167	P38789
180	5038	0.29	P49167	Q05468
1725	2242	0.482	P38828	P39517
1725	1261	0.276	P38828	Q12000
1725	1106	0.293	P38828	P13393
1725	4914	0.32299999999999995	P38828	P39015
1725	638	0.289	P38828	P40150
1725	3515	0.284	P38828	P53911
1725	1148	0.322	P38828	P38011
1725	4483	0.266	P38828	Q03063
1725	2634	0.28800000000000003	P38828	P38694
1725	782	0.218	P38828	Q08963
1725	738	0.105	P38828	P32505
1725	4868	0.199	P38828	Q08649
1725	1395	0.324	P38828	Q12159
1725	3453	0.67	P38828	Q07807
1725	4814	0.28800000000000003	P38828	P40561
1725	1465	0.276	P38828	P40462
1725	90	0.28800000000000003	P38828	P48566
1725	3164	0.541	P38828	Q12329
1725	1968	0.294	P38828	P32562
1725	344	0.28800000000000003	P38828	P40090
1725	53	0.8079999999999999	P38828	Q00539
1725	964	0.22	P38828	Q12186
1725	2282	0.28800000000000003	P38828	P29311
1725	3942	0.8190000000000001	P38828	P40018
1725	3851	0.507	P38828	Q12499
1725	2410	0.324	P38828	P04147
1725	2223	0.799	P38828	Q08920
1725	442	0.28800000000000003	P38828	P30283
1725	2944	0.7290000000000001	P38828	P33322
1725	2593	0.28800000000000003	P38828	P06778
1725	1844	0.28800000000000003	P38828	P34252
1725	942	0.964	P38828	P53297
1725	3479	0.275	P38828	P32789
1725	303	0.196	P38828	P40160
1725	866	0.278	P38828	P24482
1725	1917	0.28800000000000003	P38828	P32419
1725	3994	0.28800000000000003	P38828	P40033
1725	202	0.28800000000000003	P38828	P32598
1725	3110	0.28800000000000003	P38828	P53927
1725	3601	0.282	P38828	P40024
1725	3695	0.28800000000000003	P38828	P25046
1725	2108	0.22	P38828	Q12222
1725	2359	0.28800000000000003	P38828	P53164
1725	2454	0.22	P38828	P36084
1725	197	0.8079999999999999	P38828	P32605
1725	1505	0.205	P38828	Q03370
1725	3036	0.28800000000000003	P38828	P40535
1725	1405	0.28800000000000003	P38828	P50275
1725	1504	0.266	P38828	Q03373
1725	4534	0.218	P38828	Q04305
1725	4592	0.324	P38828	Q6WNK7
1725	3653	0.219	P38828	Q06213
1725	74	0.28800000000000003	P38828	P38280
1725	4487	0.289	P38828	Q03067
1725	1230	0.28800000000000003	P38828	P46677
1725	81	0.581	P38828	Q07362
1725	1888	0.28800000000000003	P38828	P52917
1725	4585	0.28800000000000003	P38828	P32806
1725	1534	0.604	P38828	Q01159
1725	2215	0.28800000000000003	P38828	Q06071
1725	2370	0.293	P38828	P53897
1725	198	0.28800000000000003	P38828	Q05050
1725	1727	0.273	P38828	P38826
1725	3088	0.329	P38828	P47156
1725	867	0.28800000000000003	P38828	P32849
1725	46	0.28800000000000003	P38828	P38750
1725	4723	0.28800000000000003	P38828	P40187
1725	553	0.28800000000000003	P38828	Q04049
1725	3127	0.289	P38828	Q07834
1725	956	0.289	P38828	Q12188
1725	461	0.28800000000000003	P38828	Q01217
1725	2269	0.32299999999999995	P38828	P47046
642	1478	0.56	P40155	Q07418
642	4269	0.343	P40155	P53248
642	4328	0.581	P40155	P39108
642	700	0.2	P40155	P36139
642	4199	0.637	P40155	P53112
642	3745	0.358	P40155	Q08215
642	3580	0.56	P40155	P35056
642	2124	0.324	P40155	P38855
642	3230	0.343	P40155	Q05568
642	1391	0.56	P40155	P80667
642	2175	0.2	P40155	P47912
642	217	0.339	P40155	P24004
642	2303	0.56	P40155	P09201
642	2132	0.339	P40155	P33760
642	4192	0.343	P40155	Q04370
642	4591	0.343	P40155	P32800
1478	1106	0.28800000000000003	Q07418	P13393
1478	1978	0.445	Q07418	P21576
1478	4455	0.498	Q07418	Q06169
1478	4619	0.199	Q07418	P41832
1478	2474	0.735	Q07418	Q02969
1478	700	0.2	Q07418	P36139
1478	4199	0.763	Q07418	P53112
1478	1644	0.155	Q07418	Q07844
1478	3580	0.358	Q07418	P35056
1478	1209	0.454	Q07418	P19524
1478	4877	0.498	Q07418	P38292
1478	4522	0.2	Q07418	P25087
1478	3230	0.91	Q07418	Q05568
1478	3370	0.544	Q07418	Q12462
1478	1391	0.8390000000000001	Q07418	P80667
1478	2175	0.2	Q07418	P47912
1478	4387	0.274	Q07418	P19263
1478	2323	0.29600000000000004	Q07418	Q08580
1478	946	0.281	Q07418	P53293
1478	1074	0.2	Q07418	P40219
1478	3863	0.445	Q07418	Q03824
1478	3610	0.289	Q07418	P07342
1478	1563	0.976	Q07418	P28795
1478	4463	0.392	Q07418	Q06497
1478	4192	0.762	Q07418	Q04370
1478	4591	0.7659999999999999	Q07418	P32800
1478	114	0.358	Q07418	P39718
1478	331	0.2	Q07418	P40308
2464	2890	0.994	P32357	P36048
2464	574	0.313	P32357	Q02260
2464	541	0.882	P32357	P32639
2464	1309	0.583	P32357	P54999
2464	3942	0.662	P32357	P40018
2464	2223	0.655	P32357	Q08920
2464	2586	0.985	P32357	P33334
2464	4229	0.605	P32357	P32495
2464	197	0.8079999999999999	P32357	P32605
2464	1598	0.28800000000000003	P32357	Q06142
2464	2400	0.598	P32357	P15442
2890	2242	0.252	P36048	P39517
2890	3443	0.918	P36048	P32524
2890	408	0.127	P36048	P38144
2890	3438	0.969	P36048	P53131
2890	574	0.999	P36048	Q02260
2890	2475	0.113	P36048	P61830
2890	3861	0.28600000000000003	P36048	P53874
2890	782	0.999	P36048	Q08963
2890	541	0.999	P36048	P32639
2890	4137	0.997	P36048	Q03375
2890	1309	0.999	P36048	P54999
2890	2195	0.959	P36048	Q06091
2890	5125	0.998	P36048	P40089
2890	1395	0.93	P36048	Q12159
2890	4009	0.202	P36048	P11484
2890	2305	0.29	P36048	P35194
2890	2260	0.998	P36048	P38203
2890	2598	0.999	P36048	P32523
2890	1971	0.098	P36048	P32565
2890	796	0.111	P36048	P31384
2890	2183	0.999	P36048	Q12046
2890	3831	0.998	P36048	P20095
2890	2532	0.998	P36048	P40070
2890	1894	0.997	P36048	Q12420
2890	53	0.8390000000000001	P36048	Q00539
2890	2435	0.999	P36048	Q12309
2890	2996	0.998	P36048	P49704
2890	3942	0.999	P36048	P40018
2890	72	0.935	P36048	P38282
2890	4116	0.998	P36048	P57743
2890	3149	0.968	P36048	P15938
2890	2223	0.8079999999999999	P36048	Q08920
2890	2586	0.999	P36048	P33334
2890	737	0.643	P36048	Q07508
2890	2172	0.72	P36048	Q06411
2890	4539	0.34700000000000003	P36048	P53104
2890	1513	0.999	P36048	Q12417
2890	1196	0.93	P36048	P28320
2890	481	0.266	P36048	P47017
2890	2914	0.353	P36048	Q00916
2890	176	0.999	P36048	P43321
2890	3891	0.998	P36048	P53905
2890	1568	0.999	P36048	P28004
2890	3832	0.999	P36048	Q03654
2890	3367	0.998	P36048	P47093
2890	4229	0.669	P36048	P32495
2890	4215	0.996	P36048	P24384
2890	3657	0.999	P36048	Q06217
2890	5102	0.993	P36048	Q06819
2890	197	0.8390000000000001	P36048	P32605
2890	2635	0.998	P36048	Q06406
2890	4627	0.996	P36048	P20053
2890	3137	0.908	P36048	P53854
2890	1343	0.999	P36048	P19735
2890	4212	0.471	P36048	P02407
2890	718	0.999	P36048	P40204
2890	554	0.999	P36048	Q04048
2890	1227	0.999	P36048	Q12330
2890	2782	0.999	P36048	P53333
2890	2400	0.7040000000000001	P36048	P15442
2890	3176	0.999	P36048	P40567
2890	2813	0.293	P36048	Q12339
2890	3681	0.117	P36048	Q06525
2890	3022	0.999	P36048	Q03338
2890	445	0.63	P36048	P52868
2890	1671	0.998	P36048	Q12368
2890	1424	0.999	P36048	P25337
2890	1650	0.942	P36048	P43589
2890	3906	0.581	P36048	Q02521
2702	854	0.97	P35181	Q00776
2702	3364	0.28800000000000003	P35181	Q12464
2702	4945	0.655	P35181	P04397
2702	1691	0.445	P35181	P22137
2702	4406	0.97	P35181	P36000
2702	4222	0.337	P35181	P17891
2702	4392	0.991	P35181	Q12028
2702	1616	0.655	P35181	P43564
2702	828	0.585	P35181	P29465
2702	1626	0.655	P35181	P43615
2702	646	0.381	P35181	P38817
2702	1084	0.899	P35181	P38700
2702	1490	0.655	P35181	P38226
854	25	0.218	Q00776	P38199
854	2852	0.22	Q00776	P25586
854	2020	0.609	Q00776	P53313
854	1578	0.198	Q00776	Q08235
854	1592	0.138	Q00776	P10592
854	2399	0.081	Q00776	P30822
854	1086	0.14300000000000002	Q00776	P21304
854	4937	0.606	Q00776	P32473
854	3813	0.279	Q00776	Q08096
854	4406	0.966	Q00776	P36000
854	3583	0.594	Q00776	P02992
854	4392	0.983	Q00776	Q12028
854	4571	0.193	Q00776	P32486
854	4791	0.279	Q00776	Q06178
854	4079	0.193	Q00776	P33202
854	4839	0.16699999999999998	Q00776	P38164
854	594	0.324	Q00776	Q99186
3560	388	0.632	Q12263	P25342
3560	2479	0.14300000000000002	Q12263	Q01389
3560	155	0.573	Q12263	P00546
3560	2909	0.7020000000000001	Q12263	P25293
3560	2092	0.32299999999999995	Q12263	P24870
3560	3606	0.22	Q12263	P36027
3560	792	0.632	Q12263	Q07657
3560	2776	0.536	Q12263	P22216
3560	3812	0.358	Q12263	Q00684
3560	796	0.297	Q12263	P31384
3560	4232	0.198	Q12263	P32490
3560	706	0.211	Q12263	P33895
3560	2980	0.193	Q12263	Q06704
3560	2212	0.632	Q12263	P34244
3560	861	0.192	Q12263	Q03954
3560	1993	0.198	Q12263	P39079
3560	544	0.324	Q12263	P53739
3560	2119	0.536	Q12263	P36081
3560	512	0.632	Q12263	P32457
3560	1680	0.14300000000000002	Q12263	Q99316
3560	2944	0.28800000000000003	Q12263	P33322
3560	145	0.693	Q12263	P32468
3560	3142	0.28800000000000003	Q12263	P53853
3560	3326	0.581	Q12263	P38785
3560	2086	0.588	Q12263	P38615
3560	813	0.632	Q12263	P39735
3560	2701	0.599	Q12263	P35182
3560	4157	0.588	Q12263	P38344
3560	3957	0.706	Q12263	Q02785
3560	685	0.28800000000000003	Q12263	Q06344
3560	290	0.198	Q12263	P33420
3560	1049	0.599	Q12263	Q12163
3560	717	0.29600000000000004	Q12263	P53939
3560	390	0.4970000000000001	Q12263	P25344
3560	1998	0.309	Q12263	P43605
3560	4787	0.289	Q12263	P15367
3560	1129	0.56	Q12263	P40450
3560	2365	0.599	Q12263	P53890
3560	3425	0.208	Q12263	P38523
3560	3732	0.135	Q12263	P38089
3560	4590	0.581	Q12263	P32801
3560	758	0.309	Q12263	P15992
3560	1256	0.218	Q12263	P43557
3560	501	0.632	Q12263	P32458
3560	1928	0.14300000000000002	Q12263	Q04264
3560	1936	0.309	Q12263	P47129
3560	3557	0.585	Q12263	Q99299
3560	4303	0.309	Q12263	Q12244
3560	846	0.588	Q12263	Q04458
3560	2802	0.289	Q12263	P10363
3560	4595	0.377	Q12263	P28263
388	561	0.122	P25342	Q04195
388	792	0.898	P25342	Q07657
388	1697	0.211	P25342	P39077
388	4132	0.599	P25342	P25389
388	2776	0.353	P25342	P22216
388	1179	0.6559999999999999	P25342	P06101
388	2053	0.31	P25342	P25491
388	3640	0.498	P25342	P33304
388	3545	0.309	P25342	Q05080
388	1779	0.536	P25342	Q12142
388	389	0.28800000000000003	P25342	P25343
388	1993	0.211	P25342	P39079
388	4619	0.498	P25342	P41832
388	512	0.976	P25342	P32457
388	4795	0.179	P25342	P50623
388	145	0.894	P25342	P32468
388	14	0.29600000000000004	P25342	P48562
388	4820	0.536	P25342	P38182
388	4604	0.536	P25342	P25623
388	4047	0.599	P25342	P25558
388	18	0.196	P25342	P10659
388	3326	0.445	P25342	P38785
388	3147	0.8079999999999999	P25342	P53858
388	284	0.41	P25342	P19073
388	1163	0.297	P25342	P31539
388	717	0.29600000000000004	P25342	P53939
388	1343	0.198	P25342	P19735
388	2324	0.8079999999999999	P25342	P47136
388	2298	0.218	P25342	Q06679
388	2365	0.56	P25342	P53890
388	4667	0.77	P25342	P41901
388	501	0.898	P25342	P32458
2242	4400	0.056	P39517	Q06236
2242	1272	0.313	P39517	P26785
2242	1261	0.276	P39517	Q12000
2242	3809	0.133	P39517	P38249
2242	400	0.112	P39517	P38764
2242	3368	0.267	P39517	Q12460
2242	4914	0.498	P39517	P39015
2242	638	0.085	P39517	P40150
2242	709	0.056	P39517	P33892
2242	3310	0.068	P39517	P47047
2242	1354	0.16899999999999998	P39517	P15646
2242	3443	0.133	P39517	P32524
2242	3751	0.334	P39517	P24583
2242	1726	0.086	P39517	P38827
2242	4165	0.225	P39517	P14832
2242	766	0.217	P39517	Q12505
2242	2671	0.609	P39517	P20434
2242	408	0.112	P39517	P38144
2242	1246	0.056	P39517	P24784
2242	25	0.329	P39517	P38199
2242	4448	0.523	P39517	P47976
2242	2110	0.1	P39517	Q12220
2242	422	0.083	P39517	P16521
2242	1329	0.065	P39517	Q12080
2242	3438	0.151	P39517	P53131
2242	3475	0.056	P39517	Q12013
2242	3188	0.823	P39517	P04050
2242	1283	0.099	P39517	Q04660
2242	2844	0.056	P39517	P40537
2242	4284	0.056	P39517	P23255
2242	4572	0.319	P39517	P32485
2242	4415	0.108	P39517	P11076
2242	3338	0.069	P39517	P43535
2242	932	0.076	P39517	Q99207
2242	2852	0.133	P39517	P25586
2242	1148	0.133	P39517	P38011
2242	574	0.244	P39517	Q02260
2242	154	0.15	P39517	Q04437
2242	2475	0.104	P39517	P61830
2242	1707	0.056	P39517	Q12099
2242	4467	0.058	P39517	P20448
2242	986	0.217	P39517	P06782
2242	4310	0.08199999999999999	P39517	Q99257
2242	2020	0.056	P39517	P53313
2242	1578	0.168	P39517	Q08235
2242	214	0.133	P39517	P24000
2242	3207	0.166	P39517	Q12213
2242	2574	0.056	P39517	P36068
2242	564	0.248	P39517	P21538
2242	1102	0.085	P39517	P10591
2242	2745	0.256	P39517	P34761
2242	634	0.056	P39517	P19454
2242	585	0.106	P39517	P34160
2242	782	0.27	P39517	Q08963
2242	1015	0.389	P39517	P07260
2242	2992	0.104	P39517	P02309
2242	4210	0.181	P39517	P39744
2242	4542	0.135	P39517	P53742
2242	721	0.085	P39517	P48234
2242	541	0.276	P39517	P32639
2242	4281	0.34600000000000003	P39517	P0CG63
2242	3222	0.563	P39517	P49686
2242	2723	0.07	P39517	P60010
2242	561	0.103	P39517	Q04195
2242	2788	0.5589999999999999	P39517	P53849
2242	1188	0.27	P39517	P29453
2242	2235	0.142	P39517	Q03940
2242	4137	0.183	P39517	Q03375
2242	1309	0.274	P39517	P54999
2242	2373	0.163	P39517	Q02775
2242	2136	0.177	P39517	P33767
2242	3295	0.202	P39517	P36148
2242	3860	0.225	P39517	P53691
2242	778	0.259	P39517	P17076
2242	5125	0.244	P39517	P40089
2242	2092	0.133	P39517	P24870
2242	2106	0.498	P39517	Q02773
2242	3146	0.056	P39517	P53859
2242	3757	0.203	P39517	P39935
2242	1395	0.272	P39517	Q12159
2242	3357	0.555	P39517	P29295
2242	79	0.099	P39517	Q12522
2242	1575	0.159	P39517	P53741
2242	4920	0.07200000000000001	P39517	P32909
2242	4413	0.056	P39517	P36008
2242	3453	0.056	P39517	Q07807
2242	1306	0.07400000000000001	P39517	P02829
2242	886	0.107	P39517	P08518
2242	4814	0.199	P39517	P40561
2242	4082	0.175	P39517	P33201
2242	1673	0.35700000000000004	P39517	P05750
2242	2680	0.133	P39517	P20438
2242	4009	0.085	P39517	P11484
2242	954	0.062	P39517	P22217
2242	1924	0.194	P39517	P35728
2242	4234	0.08199999999999999	P39517	P32492
2242	2674	0.06	P39517	P06787
2242	3663	0.199	P39517	P20486
2242	1750	0.166	P39517	P40693
2242	2305	0.159	P39517	P35194
2242	1273	0.313	P39517	P26784
2242	4414	0.565	P39517	P11075
2242	1181	0.61	P39517	P06103
2242	1678	0.133	P39517	P05756
2242	1986	0.184	P39517	P06105
2242	3323	0.084	P39517	Q06511
2242	1068	0.18600000000000005	P39517	P10664
2242	1649	0.183	P39517	P43588
2242	4132	0.229	P39517	P25389
2242	1465	0.276	P39517	P40462
2242	98	0.056	P39517	P00942
2242	2776	0.536	P39517	P22216
2242	1941	0.133	P39517	P39678
2242	4594	0.056	P39517	P00560
2242	2111	0.112	P39517	Q12221
2242	2260	0.556	P39517	P38203
2242	2887	0.12	P39517	P36519
2242	3466	0.174	P39517	P51998
2242	2763	0.175	P39517	P05317
2242	2598	0.46	P39517	P32523
2242	1994	0.065	P39517	P39078
2242	4726	0.12	P39517	Q12034
2242	4364	0.181	P39517	P40991
2242	2913	0.099	P39517	P25454
2242	1592	0.085	P39517	P10592
2242	3812	0.645	P39517	Q00684
2242	4977	0.056	P39517	P32580
2242	213	0.383	P39517	P32597
2242	796	0.8079999999999999	P39517	P31384
2242	1968	0.124	P39517	P32562
2242	4211	0.105	P39517	P02406
2242	2183	0.205	P39517	Q12046
2242	3831	0.151	P39517	P20095
2242	3150	0.119	P39517	Q04693
2242	1274	0.087	P39517	P26786
2242	4916	0.585	P39517	P39016
2242	4045	0.117	P39517	P38811
2242	1135	0.069	P39517	Q08972
2242	1462	0.165	P39517	P40466
2242	2532	0.685	P39517	P40070
2242	4878	0.058	P39517	P38293
2242	3334	0.083	P39517	P38074
2242	2399	0.109	P39517	P30822
2242	4770	0.161	P39517	P38985
2242	2877	0.07	P39517	P46948
2242	4194	0.112	P39517	P53115
2242	2781	0.107	P39517	P22211
2242	5	0.194	P39517	Q06102
2242	463	0.104	P39517	P35817
2242	3268	0.133	P39517	P04449
2242	2061	0.163	P39517	P53552
2242	4896	0.059	P39517	P27929
2242	142	0.133	P39517	P17442
2242	1894	0.17600000000000002	P39517	Q12420
2242	53	0.193	P39517	Q00539
2242	964	0.192	P39517	Q12186
2242	2482	0.056	P39517	P10080
2242	3537	0.168	P39517	P53261
2242	2032	0.056	P39517	P53080
2242	243	0.056	P39517	P15424
2242	381	0.17600000000000002	P39517	P25348
2242	4397	0.263	P39517	P25567
2242	3124	0.199	P39517	P00925
2242	2053	0.09	P39517	P25491
2242	2435	0.187	P39517	Q12309
2242	1438	0.056	P39517	P38719
2242	1645	0.114	P39517	P14126
2242	3332	0.12	P39517	Q3E757
2242	301	0.161	P39517	P23748
2242	2142	0.083	P39517	P40069
2242	136	0.108	P39517	P01120
2242	2704	0.133	P39517	P35187
2242	2282	0.128	P39517	P29311
2242	3408	0.08900000000000001	P39517	Q07930
2242	2219	0.195	P39517	Q06078
2242	3775	0.16399999999999998	P39517	Q04217
2242	5135	0.08900000000000001	P39517	P22515
2242	3942	0.233	P39517	P40018
2242	1419	0.071	P39517	P16474
2242	2336	0.637	P39517	P45978
2242	1813	0.174	P39517	P49626
2242	2155	0.18600000000000005	P39517	P0CX52
2242	1849	0.706	P39517	P06634
2242	781	0.135	P39517	Q08962
2242	1674	0.199	P39517	Q02892
2242	3439	0.116	P39517	P53136
2242	593	0.103	P39517	P46784
2242	2657	0.076	P39517	P38274
2242	5121	0.056	P39517	P40314
2242	4116	0.728	P39517	P57743
2242	815	0.153	P39517	P39730
2242	3851	0.267	P39517	Q12499
2242	3149	0.16399999999999998	P39517	P15938
2242	623	0.095	P39517	P25694
2242	2410	0.593	P39517	P04147
2242	4566	0.8320000000000001	P39517	P39008
2242	677	0.123	P39517	P22579
2242	1318	0.49	P39517	P22147
2242	3539	0.218	P39517	P14540
2242	2758	0.104	P39517	Q03833
2242	1585	0.226	P39517	P08067
2242	3511	0.14800000000000002	P39517	P53914
2242	2223	0.611	P39517	Q08920
2242	1366	0.056	P39517	P11709
2242	1086	0.195	P39517	P21304
2242	315	0.106	P39517	P04821
2242	5063	0.268	P39517	P40957
2242	1028	0.056	P39517	P40850
2242	442	0.133	P39517	P30283
2242	4129	0.126	P39517	P39927
2242	911	0.125	P39517	P22082
2242	3743	0.104	P39517	Q12476
2242	2586	0.274	P39517	P33334
2242	4864	0.643	P39517	P07703
